project,scientific.name,spp,tree,tree.no,spp1,dbh.in,azimuth,dist.ft,ht.ft
Rural,Pinus strobus,WP,5,7,WP,5.1,163.2,17.7,36.4
Rural,Pinus strobus,WP,5,8,WP,4.5,212.1,20.5,
Rural,Pinus strobus,WP,5,9,BO,15.1,238.1,20,
Rural,Pinus strobus,WP,5,10,BO,4.9,266.8,16.3,
Rural,Pinus strobus,WP,6,1,RP,12.5,,,60.8
Rural,Pinus strobus,WP,6,2,WP,6,6,17,38.1
Rural,Pinus strobus,WP,6,3,WP,10,42.7,22.6,
Rural,Pinus strobus,WP,6,4,BO,15.4,47,20.7,
Rural,Pinus strobus,WP,6,5,WP,8.8,91,15.6,49.1
Rural,Pinus strobus,WP,6,6,WO,8.2,138.7,20.6,
Rural,Pinus strobus,WP,6,7,WO,10.4,148.7,23.3,
Rural,Pinus strobus,WP,6,8,BO,16.5,166.9,22.7,96.1
Rural,Pinus strobus,WP,6,9,BO,15,295.1,20.2,
Rural,Pinus strobus,WP,7,1,WP,32,,,104.7
Rural,Pinus strobus,WP,7,2,WP,4.5,355.8,11.3,18.9
Rural,Pinus strobus,WP,7,3,WP,6,147.8,20.1,
Rural,Pinus strobus,WP,7,4,WP,7.1,236.4,19.8,
Rural,Pinus strobus,WP,7,5,WP,6.1,282.4,15.9,27.6
Rural,Pinus strobus,WP,8,1,WP,25.6,,,104.7
Rural,Pinus strobus,WP,8,2,WP,7.1,350.5,6,39.7
Rural,Pinus strobus,WP,8,3,WP,7.8,27.4,10.3,
Rural,Pinus strobus,WP,8,4,WP,5,66.1,16,
Rural,Pinus strobus,WP,8,5,WP,5.2,83.2,14.7,31.5
Rural,Pinus strobus,WP,8,6,WP,5,113.7,15,
Rural,Pinus strobus,WP,8,7,WP,5.1,136.2,13.4,
Rural,Pinus strobus,WP,8,8,WP,7.4,144.4,20.8,29.5
Rural,Pinus strobus,WP,8,9,WP,4.6,155.4,14.7,
Rural,Pinus strobus,WP,8,10,WP,5.1,166.1,20.2,
Rural,Pinus strobus,WP,8,11,WP,4.9,174.8,20.9,33
Rural,Pinus strobus,WP,8,12,WP,5,177.2,10.5,
Rural,Pinus strobus,WP,8,13,WO,6.1,210.5,20,
Rural,Pinus strobus,WP,8,14,WO,4.8,239.4,10.3,30.4
Rural,Pinus strobus,WP,8,15,WP,4.5,245.8,16.5,
Rural,Pinus strobus,WP,8,16,WP,4.3,299.3,9.8,
Rural,Pinus strobus,WP,8,17,WO,4.1,333.9,15.8,26.3
Rural,Pinus strobus,WP,9,1,WP,5.8,,,35
Rural,Pinus strobus,WP,9,2,WP,14,351.8,16.9,69
Rural,Pinus strobus,WP,9,3,BO,15.9,85.2,13.3,
Rural,Pinus strobus,WP,9,4,WP,8.3,106.8,16.1,
Rural,Pinus strobus,WP,9,5,WO,8.1,127.5,18.7,63.8
Rural,Pinus strobus,WP,9,6,WO,9.1,160.1,11.9,
Rural,Pinus strobus,WP,9,7,WO,8.5,244.2,12.5,
Rural,Pinus strobus,WP,9,8,WP,8.4,244.8,17.9,58.2
Rural,Pinus strobus,WP,9,9,WP,14,284.9,16.4,
Rural,Pinus strobus,WP,9,10,BO,12.9,312,23.7,
Rural,Pinus strobus,WP,10,1,WP,24,,,90.3
Rural,Pinus strobus,WP,10,2,WP,6.6,33.4,14.7,29.5
Rural,Pinus strobus,WP,10,3,WP,4.4,78.2,16.6,
Rural,Pinus strobus,WP,10,4,WO,12.5,78.2,6.6,44.3
Rural,Pinus strobus,WP,10,5,WP,4.9,85.4,11.6,
Rural,Pinus strobus,WP,10,6,BC,9.6,113,19.2,
Rural,Pinus strobus,WP,10,7,WP,4.9,180.7,18.6,
Rural,Pinus strobus,WP,10,8,WP,4.7,183.7,22.9,
Rural,Pinus strobus,WP,10,9,WP,5.2,221.7,17.6,36.8
Rural,Pinus strobus,WP,10,10,WO,7.9,259,17.2,
Rural,Pinus strobus,WP,10,11,WO,9.6,268.2,17.4,
Rural,Pinus strobus,WP,10,12,WP,19.3,271.8,9.7,80.1
Rural,Pinus strobus,WP,10,13,WP,5.8,305.2,14.5,
Rural,Pinus strobus,WP,11,1,WP,8.3,,,41.7
Rural,Pinus strobus,WP,11,2,WO,9.9,17.9,18.2,53.3
Rural,Pinus strobus,WP,11,3,BO,11.1,125.8,10.3,
Rural,Pinus strobus,WP,11,4,BO,19.4,214.7,18.2,
Rural,Pinus strobus,WP,11,5,WO,7.8,252.7,10.6,46.6
Rural,Pinus strobus,WP,11,6,SF,5.5,271.1,18.9,
Rural,Pinus strobus,WP,12,1,WP,30.9,,,105.1
Rural,Pinus strobus,WP,12,2,WP,5.4,47.3,24.2,26.7
Rural,Pinus strobus,WP,12,3,WP,5.5,50.6,19.8,
Rural,Pinus strobus,WP,12,4,WP,6.4,26.4,10.3,
Rural,Pinus strobus,WP,12,5,WP,5,56,3.3,25
Rural,Pinus strobus,WP,12,6,WP,4.2,60.3,8.6,
Rural,Pinus strobus,WP,12,7,WP,4.4,112,22.3,
Rural,Pinus strobus,WP,12,8,WP,6.2,138.4,19.1,30.5
Rural,Pinus strobus,WP,12,9,WP,4.3,143.8,14.5,
Rural,Pinus strobus,WP,12,10,WP,4.2,185,8.8,
Rural,Pinus strobus,WP,12,11,WP,7.8,252,22.1,32
Rural,Pinus strobus,WP,12,12,WP,6.9,280,20.7,
Rural,Pinus strobus,WP,13,1,WP,14.7,,,71.4
Rural,Pinus strobus,WP,13,2,WO,5.4,329.4,20.2,
Rural,Pinus strobus,WP,13,3,WP,8.5,40.7,19.4,
Rural,Pinus strobus,WP,13,4,WO,8.7,199.7,23.8,51.8
Rural,Pinus strobus,WP,14,1,WP,22.4,,,92.8
Rural,Pinus strobus,WP,14,2,WO,9.5,358.6,10.6,52.8
Rural,Pinus strobus,WP,14,3,WP,4.5,49.1,13.9,
Rural,Pinus strobus,WP,14,4,WO,7.1,89.4,15.9,
Rural,Pinus strobus,WP,14,5,BO,16.5,167,18.9,68
Rural,Pinus strobus,WP,14,6,WP,5.4,228.5,20.1,
Rural,Pinus strobus,WP,14,7,WP,5.2,245.2,15.8,
Rural,Pinus strobus,WP,14,8,WP,4,262.2,22.6,37.8
Rural,Pinus strobus,WP,14,9,WP,20.6,347.9,16.1,
Rural,Pinus strobus,WP,15,1,WP,18.2,,,66.6
Rural,Pinus strobus,WP,15,2,AE,10.5,75.3,17,50
Rural,Pinus strobus,WP,15,3,WO,6,193.1,17.8,
Rural,Pinus strobus,WP,16,1,WP,28.7,,,74.7
Rural,Pinus strobus,WP,16,2,WP,7.3,299,11.1,33
Rural,Pinus strobus,WP,16,3,WP,4.6,304.2,15.6,
Rural,Pinus strobus,WP,16,4,WP,7,308.7,21.8,
Rural,Pinus strobus,WP,16,5,WP,5.8,337.5,16.8,25.1
Rural,Pinus strobus,WP,16,6,WP,4.3,323.6,12.6,
Rural,Pinus strobus,WP,16,7,WP,4.6,336.2,21,
Rural,Pinus strobus,WP,16,8,WP,13.1,3,15.3,48.8
Rural,Pinus strobus,WP,16,9,WP,4.5,8.5,10.2,
Rural,Pinus strobus,WP,16,10,WP,5.8,75.1,14.4,
Rural,Pinus strobus,WP,16,11,WP,4.1,94.5,6.4,19.9
Rural,Pinus strobus,WP,16,12,WP,4,129.3,21.4,
Rural,Pinus strobus,WP,16,13,WP,5.8,154.2,8,
Harvard,Pinus strobus,WPH,1,1,WP,12.2,,,80.7
Harvard,Pinus strobus,WPH,1,2,EH,11.8,9.22168127180792,17.7775330857584,
Harvard,Pinus strobus,WPH,1,3,WP,14.8,36.560685884506,21.4503474807274,
Harvard,Pinus strobus,WPH,1,4,EH,12.9,65.8069580120179,22.8279318682316,
Harvard,Pinus strobus,WPH,1,5,EH,6.2,80.0711652270792,23.9708271879818,
Harvard,Pinus strobus,WPH,1,6,RM,11.3,87.3986921787135,22.4608622062962,
Harvard,Pinus strobus,WPH,1,7,WP,6,102.058905823854,20.3001451069605,45.6
Harvard,Pinus strobus,WPH,1,8,RO,14.3,151.683141373747,19.6958400410722,
Harvard,Pinus strobus,WPH,1,9,RM,4.6,182.456096898426,22.9984263800079,
Harvard,Pinus strobus,WPH,1,10,EH,14.8,194.133472740937,14.1004396503537,
Harvard,Pinus strobus,WPH,1,11,EH,11.8,214.615117010379,21.0585582172513,46.7
Harvard,Pinus strobus,WPH,1,12,EH,5,250.884463106772,19.3412041898719,
Harvard,Pinus strobus,WPH,1,13,RM,6.2,305.119372417465,10.6996817504021,
Harvard,Pinus strobus,WPH,1,14,BB,9,320.68413509464,2.49355643909452,77.9
Harvard,Pinus strobus,WPH,1,15,RM,7.6,329.0386720073,19.4377618768048,
Harvard,Pinus strobus,WPH,1,16,EH,5.2,351.827137069818,3.05198402552544,
Harvard,Pinus strobus,WPH,78,1,WP,5.47243,,0,51.3
Harvard,Pinus strobus,WPH,78,2,EH,7.40156,2.77054600980608,23.8992531698069,
Harvard,Pinus strobus,WPH,78,3,RO,8.14959,12.3669618863926,21.6421348741694,63
Harvard,Pinus strobus,WPH,78,4,RM,6.22046,15.3829665893968,23.6762814171899,
Harvard,Pinus strobus,WPH,78,5,RO,9.80313,20.2662827853395,8.85810261414783,76.9
Harvard,Pinus strobus,WPH,78,6,ZZ,7.0866,30.3199376953545,22.804569726548,
Harvard,Pinus strobus,WPH,78,7,EH,7.91337,67.0096681096153,23.8795789240634,
Harvard,Pinus strobus,WPH,78,8,EH,7.16534,76.1144734890938,23.858874761741,
Harvard,Pinus strobus,WPH,78,9,RO,9.17321,88.8007163158033,15.9036838579063,
Harvard,Pinus strobus,WPH,78,10,ZZ,4.76377,89.3088482659727,14.4378279023199,
Harvard,Pinus strobus,WPH,78,11,RM,3.18897,102.175290897638,5.54902665506983,
Harvard,Pinus strobus,WPH,78,12,EH,3.937,118.790153658523,13.972088057432,32.2
Harvard,Pinus strobus,WPH,78,13,RO,9.80313,119.365279466219,7.82443979155634,77.8
Harvard,Pinus strobus,WPH,78,14,RO,10.35431,135.586030145913,15.8881812886771,
Harvard,Pinus strobus,WPH,78,15,EH,17.44091,164.109972240272,17.758959802767,
Harvard,Pinus strobus,WPH,78,16,EH,3.62204,167.531246782725,22.5321698584829,
Harvard,Pinus strobus,WPH,78,17,EH,1.5748,197.869793106416,14.1752378950776,
Harvard,Pinus strobus,WPH,78,18,EH,6.53542,218.618909992695,13.8575299573092,53.1
Harvard,Pinus strobus,WPH,78,19,EH,14.5669,219.613964641463,21.5626941776024,
Harvard,Pinus strobus,WPH,78,20,RM,6.53542,225.131244535565,18.548938417996,
Harvard,Pinus strobus,WPH,78,21,EH,1.14173,225.458280840953,18.5037167725027,
Harvard,Pinus strobus,WPH,78,22,RO,11.33856,234.9614286552,20.315237691881,74.6
Harvard,Pinus strobus,WPH,78,23,EH,1.9685,234.963812783182,15.7878139344431,
Harvard,Pinus strobus,WPH,78,24,RO,12.91336,257.130826019259,11.2945844606796,73.6
Harvard,Pinus strobus,WPH,78,25,RO,5.9055,265.196728107771,15.8004918202065,52
Harvard,Pinus strobus,WPH,78,26,RO,7.71652,268.994522752737,17.3122944232479,
Harvard,Pinus strobus,WPH,78,27,RO,9.64565,279.636167637294,8.18718071918396,66.4
Harvard,Pinus strobus,WPH,78,28,RM,6.61416,287.852519021805,19.2754600789353,45
Harvard,Pinus strobus,WPH,78,29,RM,1.81102,300.164784208137,16.696086186489,28
Harvard,Pinus strobus,WPH,78,30,EH,7.16534,345.259190619417,10.0925828627673,
Harvard,Pinus strobus,WPH,78,31,EH,6.92912,349.136927405511,10.0647115852559,43.9
Harvard,Pinus strobus,WPH,78,32,RO,6.10235,349.99894377446,21.9037808636656,68.4
Harvard,Pinus strobus,WPH,78,33,BB,4.3307,359.322677539111,11.6821863637838,
Harvard,Pinus strobus,WPH,242,1,WP,8.46455,,0,78.1
Harvard,Pinus strobus,WPH,242,2,EH,14.60627,7.96179105021685,19.4788953763982,
Harvard,Pinus strobus,WPH,242,3,ZZ,4.37007,51.5733546361,9.69947784783171,
Harvard,Pinus strobus,WPH,242,4,EH,13.14958,53.7703688807266,15.8853544581325,
Harvard,Pinus strobus,WPH,242,5,WP,16.25981,84.7289158263731,11.521733635038,85.7
Harvard,Pinus strobus,WPH,242,6,EH,6.45668,166.793177921227,6.27639607317477,33.4
Harvard,Pinus strobus,WPH,242,7,EH,20.19681,256.662343833787,16.4240592235659,
Harvard,Pinus strobus,WPH,242,8,WP,25.47239,315.689389004968,16.2591065792701,91.3
Harvard,Pinus strobus,WPH,242,9,ZZ,1.5748,316.893603570718,4.21434693754049,
Harvard,Pinus strobus,WPH,242,10,EH,4.80314,327.7223896217,19.7248597298155,
Harvard,Pinus strobus,WPH,242,11,EH,5.59054,327.942324137181,16.6854394768535,
Harvard,Pinus strobus,WPH,242,12,EH,7.44093,350.173580532345,22.1716101369484,
Harvard,Pinus strobus,WPH,242,13,ZZ,0.98425,350.903309721434,8.96792357632808,
Harvard,Pinus strobus,WPH,242,14,EH,3.07086,353.41033917365,19.7218922556915,
Harvard,Pinus strobus,WPH,260,1,WP,16.25981,,0,85.7
Harvard,Pinus strobus,WPH,260,2,EH,21.96846,5.78320134830134,19.5069183333409,
Harvard,Pinus strobus,WPH,260,3,EH,13.14958,9.14503216332185,8.43737506374065,
Harvard,Pinus strobus,WPH,260,4,EH,14.05509,121.636179060282,15.7940923924543,
Harvard,Pinus strobus,WPH,260,5,EH,6.45668,234.469440549191,12.3359453170199,33.4
Harvard,Pinus strobus,WPH,260,6,WP,8.46455,264.728915826373,11.521733635038,78.1
Harvard,Pinus strobus,WPH,260,7,ZZ,1.5748,278.004646209148,14.4941261080965,
Harvard,Pinus strobus,WPH,260,8,ZZ,0.98425,301.166424554167,15.065250992282,
Harvard,Pinus strobus,WPH,260,9,ZZ,4.37007,322.060812911874,6.30162619807898,
Harvard,Pinus strobus,WPH,260,10,EH,3.07086,323.455146137077,23.0686192021927,
Harvard,Pinus strobus,WPH,260,11,EH,14.60627,334.299609051743,20.2343549170646,
Harvard,Pinus strobus,WPH,265,1,WP,9.99998,,0,67.4
Harvard,Pinus strobus,WPH,265,2,EH,11.33856,10.4841761929276,14.5039129083852,
Harvard,Pinus strobus,WPH,265,3,RO,6.73227,47.2656374098569,12.007772107955,56.7
Harvard,Pinus strobus,WPH,265,4,ZZ,15.748,97.3043360657281,5.7831289267962,
Harvard,Pinus strobus,WPH,265,5,WP,20.1,71,18.1,
Harvard,Pinus strobus,WPH,265,6,RO,11.9,88,22.2,
Harvard,Pinus strobus,WPH,265,7,RM,5.6,225,18,
Harvard,Pinus strobus,WPH,265,8,EH,14.44879,296.164207783472,21.0054443893308,52.9
Harvard,Pinus strobus,WPH,265,9,EH,6.41731,301.393631185921,23.1189361132595,
Harvard,Pinus strobus,WPH,265,10,RO,19.72437,325.928988205752,14.5103507986782,70.6
Harvard,Pinus strobus,WPH,265,11,EH,8.50392,347.780462295343,21.0536981911558,
Rural,Picea glauca,WS,1,1,WS,11.5,,,84.9
Rural,Picea glauca,WS,1,2,WS,12.9,3.3,22,91.9
Rural,Picea glauca,WS,1,3,WS,13.2,19.8,12.5,
Rural,Picea glauca,WS,1,4,WS,17.9,35.1,14.4,
Rural,Picea glauca,WS,1,5,WS,25.2,74.6,12.5,123.9
Rural,Picea glauca,WS,1,6,WA,6.1,88.3,22.7,
Rural,Picea glauca,WS,1,7,WS,16.3,190.2,15.6,
Rural,Picea glauca,WS,1,8,WS,10.5,214.8,18,86.8
Rural,Picea glauca,WS,1,9,WS,12,243.5,21.1,
Rural,Picea glauca,WS,1,10,WS,15.5,257.9,15.7,
Rural,Picea glauca,WS,1,11,TM,5.7,267.5,8.2,45.5
Rural,Picea glauca,WS,1,12,WS,9.9,290,8,
Rural,Picea glauca,WS,1,13,WS,13.4,293.4,14.3,
Rural,Picea glauca,WS,1,14,WS,17.2,313.9,24.4,80.7
Rural,Picea glauca,WS,1,15,WS,16.2,339.5,21.6,
Rural,Picea glauca,WS,2,1,WS,13.1,,,96.7
Rural,Picea glauca,WS,2,2,WS,19.4,351.9,16.8,104.9
Rural,Picea glauca,WS,2,3,WS,18.1,85.1,5.8,
Rural,Picea glauca,WS,2,4,WA,6.5,112.4,24.4,
Rural,Picea glauca,WS,2,5,WS,26,121.9,14.4,108.7
Rural,Picea glauca,WS,2,6,WS,11.4,185.2,11.9,
Rural,Picea glauca,WS,2,7,TM,5.9,216.8,17.4,
Rural,Picea glauca,WS,2,8,WS,10,223.3,14.8,84.2
Rural,Picea glauca,WS,2,9,WS,15.6,226.5,24.5,
Rural,Picea glauca,WS,2,10,WS,13.9,247.1,18.3,
Rural,Picea glauca,WS,2,11,WS,17.3,282.3,23.8,89.6
Rural,Picea glauca,WS,2,12,WS,8.4,302.1,23.5,
Rural,Picea glauca,WS,2,13,WS,16.4,304.2,15.7,
Rural,Picea glauca,WS,2,14,WS,16.5,339,21.9,96.3
Rural,Picea glauca,WS,2,15,WS,12.9,339,11.9,
Urban,Picea glauca,WS,3,1,WS,11.1,,,28
Urban,Picea glauca,WS,3,2,WS,14.4,196.5,26.2,
Urban,Picea glauca,WS,3,3,RB,10.6,261.6,27.9,39.3
Urban,Picea glauca,WS,3,4,RB,16.2,265.5,29.7,
Urban,Picea glauca,WS,3,5,RB,18.6,257.3,29.5,
Urban,Picea glauca,WS,3,6,RB,8.8,259.2,31.9,
Urban,Picea glauca,WS,4,1,WS,12.5,,,26.9
Urban,Picea glauca,WS,4,2,WP,14.5,320,34.6,48.4
Urban,Picea glauca,WS,4,3,WP,33,315,40.1,
Rural,Picea glauca,WS,5,1,WS,7.1,,,28.9
Rural,Picea glauca,WS,5,2,BF,5.9,63.5,18.1,34.1
Rural,Picea glauca,WS,5,3,BF,6.5,65,24.2,
Rural,Picea glauca,WS,5,4,WS,4.7,90,17.9,
Rural,Picea glauca,WS,5,5,PB,11.9,289.7,24.5,43.8
Rural,Picea glauca,WS,5,6,PB,13.5,296.5,24.4,
Rural,Picea glauca,WS,6,1,WS,3.5,,,16.4
Rural,Picea glauca,WS,6,2,IR,5.4,343.6,23.2,47.6
Rural,Picea glauca,WS,6,3,BF,6.3,65.5,18.9,
Rural,Picea glauca,WS,6,4,PB,11.9,211.7,14.2,
Rural,Picea glauca,WS,6,5,PB,13.6,213.5,12.3,54.9
Rural,Picea glauca,WS,6,6,IR,5.2,342.5,22.7,
Rural,Picea glauca,WS,7,1,WS,2.7,,,18.6
Rural,Picea glauca,WS,7,2,BF,6.1,5.7,16.9,31.3
Rural,Picea glauca,WS,7,3,BF,4.7,20.6,21.7,
Rural,Picea glauca,WS,7,4,SM,11.1,72.6,24.7,
Rural,Picea glauca,WS,7,5,AP,5.2,184.9,20,21.8
Rural,Picea glauca,WS,7,6,BF,4.2,227.3,21.9,
Rural,Picea glauca,WS,7,7,SM,9.1,235.8,20.8,
Rural,Picea glauca,WS,7,8,BF,6,241.8,21.9,32.6
Rural,Picea glauca,WS,7,9,SM,7.7,294.2,18,
Rural,Picea glauca,WS,7,10,BF,4.2,295.1,13.2,
Rural,Picea glauca,WS,7,11,SM,6.6,327,24.6,58.5
Rural,Picea glauca,WS,7,12,BF,4.8,335.9,22,
Rural,Picea glauca,WS,7,13,BF,4.2,329.8,17.8,
Rural,Picea glauca,WS,7,14,SM,14.6,325.7,7.4,66.8
Rural,Picea glauca,WS,7,15,SM,5.1,333,9.6,
Rural,Picea glauca,WS,7,16,SM,5.2,339.7,10.5,
Rural,Picea glauca,WS,7,17,SM,4.8,338.1,9.7,46.6
Rural,Picea glauca,WS,8,1,WS,5.9,,,29.1
Rural,Picea glauca,WS,8,2,SM,11.5,313.4,17.3,55.6
Rural,Picea glauca,WS,8,3,BF,6.4,136,13.3,
Rural,Picea glauca,WS,8,4,WS,5.5,151.1,16.5,
Rural,Picea glauca,WS,8,5,BF,4.7,169.1,13.6,29
Rural,Picea glauca,WS,8,6,BF,6.1,195.9,15.4,
Rural,Picea glauca,WS,8,7,IR,5.2,265.2,23.6,
Rural,Picea glauca,WS,8,8,IR,5.5,267.2,23.2,46
Rural,Picea glauca,WS,8,9,SM,5.7,277,24.1,
Rural,Picea glauca,WS,8,10,SM,5.7,281.5,24.1,
Rural,Picea glauca,WS,8,11,SM,9.6,310.8,17.8,55.6
Rural,Picea glauca,WS,9,1,WS,11.8,,,44.4
Rural,Picea glauca,WS,9,2,RE,5.6,340.5,18.8,31.6
Rural,Picea glauca,WS,9,3,WS,16.3,170.2,23,71
Rural,Picea glauca,WS,9,4,SM,11.1,309.9,2.9,57.9
Rural,Picea glauca,WS,10,1,WS,16,,,71
Rural,Picea glauca,WS,10,2,WS,11.8,338.7,23.5,44.9
Rural,Picea glauca,WS,10,3,BF,5.9,62.8,24.1,
Rural,Picea glauca,WS,10,4,BF,5,133.1,22.4,
Rural,Picea glauca,WS,10,5,BF,6.6,158.6,18.2,42.7
Rural,Picea glauca,WS,10,6,BF,5.2,170.2,24.1,
Rural,Picea glauca,WS,11,1,WS,20.3,,,71.4
Rural,Picea glauca,WS,11,2,WS,5.9,307.3,5.3,
Rural,Picea glauca,WS,11,3,BF,5,200.9,23.6,35.7
Rural,Betula alleghaniensis,YB,1,1,YB,2.3,,,23.7
Rural,Betula alleghaniensis,YB,1,2,YB,5.7,357.3,9.2,47.5
Rural,Betula alleghaniensis,YB,1,3,YB,5.1,3,10,
Rural,Betula alleghaniensis,YB,1,4,YB,7.6,0.2,19,
Rural,Betula alleghaniensis,YB,1,5,YB,8.7,3.1,19,52
Rural,Betula alleghaniensis,YB,1,6,YB,8.1,49.9,14.6,
Rural,Betula alleghaniensis,YB,1,7,YB,5,62.5,14.4,
Rural,Betula alleghaniensis,YB,1,8,YB,5.4,65.1,0.9,57
Rural,Betula alleghaniensis,YB,1,9,YB,6.1,98.9,10.4,
Rural,Betula alleghaniensis,YB,1,10,YB,4.9,101,9.9,
Rural,Betula alleghaniensis,YB,1,11,YB,5.9,99.5,19.8,53.4
Rural,Betula alleghaniensis,YB,1,12,YB,8,162.1,21.8,
Rural,Betula alleghaniensis,YB,1,13,YB,4.1,187,18.2,
Rural,Betula alleghaniensis,YB,1,14,YB,5.3,184.4,9.5,50.6
Rural,Betula alleghaniensis,YB,1,15,YB,6.5,188,10.8,
Rural,Betula alleghaniensis,YB,1,16,YB,4.1,213.3,21,
Rural,Betula alleghaniensis,YB,1,17,YB,4.8,213.9,22.1,48.9
Rural,Betula alleghaniensis,YB,1,18,YB,6.8,226.4,14.6,
Rural,Betula alleghaniensis,YB,1,19,YB,6.1,231.4,14.5,
Rural,Betula alleghaniensis,YB,1,20,YB,8.7,266,20.6,58.2
Rural,Betula alleghaniensis,YB,1,21,YB,5.9,269.4,21.2,
Rural,Betula alleghaniensis,YB,1,22,YB,8.2,275.2,19.3,
Rural,Betula alleghaniensis,YB,1,23,YB,5.6,275.3,10.1,57.2
Rural,Betula alleghaniensis,YB,1,24,YB,5.9,269.4,10.8,
Rural,Betula alleghaniensis,YB,1,25,YB,6.9,309.4,13.2,
Rural,Betula alleghaniensis,YB,1,26,YB,6.5,309.8,14.6,59.1
Rural,Betula alleghaniensis,YB,1,27,YB,5.7,329.9,22.7,
Rural,Betula alleghaniensis,YB,1,28,YB,6.5,332.5,22.3,
Rural,Betula alleghaniensis,YB,1,29,YB,6.3,332.4,21.5,50.6
Rural,Betula alleghaniensis,YB,2,1,YB,5.3,,,56.1
Rural,Betula alleghaniensis,YB,2,2,YB,8.7,1.3,19,62.6
Rural,Betula alleghaniensis,YB,2,3,YB,7.5,49.7,13.7,
Rural,Betula alleghaniensis,YB,2,4,YB,3.6,57.8,11.6,
Rural,Betula alleghaniensis,YB,2,5,YB,5,60.1,13.5,54.4
Rural,Betula alleghaniensis,YB,2,6,YB,6,102.1,9.9,
Rural,Betula alleghaniensis,YB,2,7,YB,5,108.3,9.3,
Rural,Betula alleghaniensis,YB,2,8,YB,5.9,100.5,19.2,55
Rural,Betula alleghaniensis,YB,2,9,YB,7.8,164.9,21.7,
Rural,Betula alleghaniensis,YB,2,10,YB,5.3,188,10.1,
Rural,Betula alleghaniensis,YB,2,11,YB,6.5,191.7,11.4,51.2
Rural,Betula alleghaniensis,YB,2,12,YB,4.1,188.1,18.8,
Rural,Betula alleghaniensis,YB,2,13,YB,4.9,215.5,22.9,
Rural,Betula alleghaniensis,YB,2,14,YB,6.5,227.5,15.8,52.7
Rural,Betula alleghaniensis,YB,2,15,YB,6,232.7,15.6,
Rural,Betula alleghaniensis,YB,2,16,YB,6,268.1,11.6,
Rural,Betula alleghaniensis,YB,2,17,YB,5.5,272.5,10.8,52.8
Rural,Betula alleghaniensis,YB,2,18,YB,5.8,268.3,21.6,
Rural,Betula alleghaniensis,YB,2,19,YB,5.9,275,20.2,
Rural,Betula alleghaniensis,YB,2,20,YB,6.5,274.7,22,47.4
Rural,Betula alleghaniensis,YB,2,21,YB,8.7,269.8,8.7,
Rural,Betula alleghaniensis,YB,2,22,YB,8.1,278.3,13.7,
Rural,Betula alleghaniensis,YB,2,23,YB,6.5,288.5,15.1,54.3
Rural,Betula alleghaniensis,YB,2,24,YB,6.8,307.6,13.8,
Rural,Betula alleghaniensis,YB,2,25,YB,6.6,306.2,15.1,
Rural,Betula alleghaniensis,YB,2,26,YB,5.5,327,22.6,48.5
Rural,Betula alleghaniensis,YB,2,27,YB,6.5,329.9,22.4,
Rural,Betula alleghaniensis,YB,2,28,YB,6.2,331.2,21.6,
Rural,Betula alleghaniensis,YB,2,29,YB,5.7,355.3,8.9,51.3
Rural,Betula alleghaniensis,YB,2,30,YB,5,358.8,9.7,
Rural,Betula alleghaniensis,YB,2,31,YB,7.7,356.9,19.1,
Rural,Betula alleghaniensis,YB,3,1,YB,11.8,,,62.5
Rural,Betula alleghaniensis,YB,3,2,YB,9.6,320.2,16.3,59.9
Rural,Betula alleghaniensis,YB,3,3,WH,8.5,84.3,16.4,
Rural,Betula alleghaniensis,YB,3,4,WH,7,87.4,15.7,
Rural,Betula alleghaniensis,YB,3,5,YB,6.2,185.6,7.5,60.1
Rural,Betula alleghaniensis,YB,3,6,YB,5.5,190.2,7.7,
Rural,Betula alleghaniensis,YB,3,7,YB,7.8,187.1,18.3,
Rural,Betula alleghaniensis,YB,3,8,YB,7,189.7,18.1,51.7
Rural,Betula alleghaniensis,YB,3,9,YB,5.5,249.3,21.3,
Rural,Betula alleghaniensis,YB,3,10,YB,5.6,251.4,21.2,
Rural,Betula alleghaniensis,YB,3,11,YB,6.9,254.3,21.1,54.1
Rural,Betula alleghaniensis,YB,3,12,YB,6,301.7,23.1,
Rural,Betula alleghaniensis,YB,3,13,YB,10.1,314.6,15.2,
Rural,Betula alleghaniensis,YB,3,14,YB,6.5,314.6,16.3,54.4
Rural,Betula alleghaniensis,YB,4,1,YB,9.5,,,62
Rural,Betula alleghaniensis,YB,4,2,YB,4.6,8.8,9.3,52.6
Rural,Betula alleghaniensis,YB,4,3,YB,7.7,53.7,14,
Rural,Betula alleghaniensis,YB,4,4,YB,4.6,96.7,10.9,
Rural,Betula alleghaniensis,YB,4,5,YB,8,105.4,11.6,47.9
Rural,Betula alleghaniensis,YB,4,6,YB,4.8,103.1,10.1,
Rural,Betula alleghaniensis,YB,4,7,YB,6.6,99,20.6,
Rural,Betula alleghaniensis,YB,4,8,YB,5.3,99.2,22,46.8
Rural,Betula alleghaniensis,YB,4,9,YB,6.4,103.1,20.5,
Rural,Betula alleghaniensis,YB,4,10,YB,4.9,131.5,24.9,
Rural,Betula alleghaniensis,YB,4,11,YB,4.4,155.1,16.3,48.5
Rural,Betula alleghaniensis,YB,4,12,YB,8.7,162.6,24.3,
Rural,Betula alleghaniensis,YB,4,13,YB,7.5,165.5,23.9,
Rural,Betula alleghaniensis,YB,4,14,YB,5.8,166.6,1.6,53.5
