project,scientific.name,spp,tree,tree.no,spp1,dbh.in,azimuth,dist.ft,ht.ft
Rural,Celtis occidentalis,HB,3,7,HB,16.2,151.2,17.8,105.9
Rural,Celtis occidentalis,HB,3,8,HB,4,205.1,1.6,33.1
Rural,Celtis occidentalis,HB,3,9,HB,4.6,318.4,17,
Rural,Celtis occidentalis,HB,3,10,BA,10.6,352.7,23.5,56.4
Rural,Celtis occidentalis,HB,3,11,BA,12.5,356.4,23,
Rural,Celtis occidentalis,HB,4,1,HB,13.5,,,87.4
Rural,Celtis occidentalis,HB,4,2,HB,11,31.6,21.5,80
Rural,Celtis occidentalis,HB,4,3,BA,12.5,81.7,14.7,
Rural,Celtis occidentalis,HB,4,4,HB,4.5,89.3,16.8,
Rural,Celtis occidentalis,HB,4,5,BC,13,129.7,23,78
Rural,Celtis occidentalis,HB,4,6,BC,15,132.6,24.8,
Rural,Celtis occidentalis,HB,4,7,HB,6.7,148.7,6.8,
Rural,Celtis occidentalis,HB,4,8,HB,8.2,156.4,22.5,56
Rural,Celtis occidentalis,HB,4,9,BA,10.3,220.5,23.2,
Rural,Celtis occidentalis,HB,5,1,HB,8.8,,,57.4
Rural,Celtis occidentalis,HB,5,2,HB,5.1,23.9,17.9,18.7
Rural,Celtis occidentalis,HB,5,3,HB,7.1,25.1,22,
Rural,Celtis occidentalis,HB,5,4,BA,10.5,27.6,19.9,
Rural,Celtis occidentalis,HB,5,5,HB,7.3,55.5,21.5,64.9
Rural,Celtis occidentalis,HB,5,6,SE,5.7,91,15.4,
Rural,Celtis occidentalis,HB,5,7,BA,14.1,163.9,23.8,
Rural,Celtis occidentalis,HB,5,8,BA,14.8,335.8,20.8,94
Rural,Celtis occidentalis,HB,5,9,HB,4.1,342.8,18.6,
Rural,Celtis occidentalis,HB,6,1,HB,3.2,,,23.2
Rural,Celtis occidentalis,HB,6,2,BA,10.4,334.7,14.7,43.3
Rural,Celtis occidentalis,HB,6,3,BH,7.8,52.7,23.1,
Rural,Celtis occidentalis,HB,6,4,BA,8.6,96.3,16.1,
Rural,Celtis occidentalis,HB,6,5,TP,6.9,136.5,20.7,53.4
Rural,Celtis occidentalis,HB,6,6,BA,7.8,148.9,23.4,
Rural,Celtis occidentalis,HB,6,7,BA,13.4,183.8,2.6,
Rural,Celtis occidentalis,HB,6,8,BA,12.5,229.1,17.5,82.3
Rural,Celtis occidentalis,HB,6,9,HB,5.3,233,17.1,
Rural,Celtis occidentalis,HB,6,10,HB,5.4,280.1,18.1,
Rural,Celtis occidentalis,HB,7,1,HB,2.1,,,18.8
Rural,Celtis occidentalis,HB,7,2,RO,7.4,350.4,20.1,69.7
Rural,Celtis occidentalis,HB,7,3,SM,4.3,11,23.9,
Rural,Celtis occidentalis,HB,7,4,HB,5.6,64.2,6.2,54
Rural,Celtis occidentalis,HB,7,5,SM,6.9,154.9,23.4,
Rural,Celtis occidentalis,HB,7,6,SE,15.4,164.9,8.8,80.9
Rural,Celtis occidentalis,HB,8,1,HB,20.1,,,87.4
Rural,Celtis occidentalis,HB,8,2,HB,5.2,353.2,23,45.5
Rural,Celtis occidentalis,HB,8,3,HB,5.6,18.9,23.1,
Rural,Celtis occidentalis,HB,8,4,HB,5.2,81.6,24.1,
Rural,Celtis occidentalis,HB,8,5,HB,5.8,84.8,20.3,41.7
Rural,Celtis occidentalis,HB,8,6,HB,8.3,106.8,22.8,
Rural,Celtis occidentalis,HB,8,7,SE,6.6,120.2,23.8,
Rural,Celtis occidentalis,HB,8,8,HB,15.2,255.1,3.3,74.3
Rural,Celtis occidentalis,HB,9,1,HB,11.2,,,87.3
Rural,Celtis occidentalis,HB,9,2,HB,4.6,36.2,9.4,34.5
Rural,Celtis occidentalis,HB,9,3,HB,8.1,37.5,21.3,
Rural,Celtis occidentalis,HB,9,4,HB,6.4,101.5,11,
Rural,Celtis occidentalis,HB,9,5,SE,12,116.1,23.4,72.2
Rural,Celtis occidentalis,HB,9,6,HB,4.5,167.1,23,
Rural,Celtis occidentalis,HB,9,7,BA,12.6,171.2,19.8,
Rural,Celtis occidentalis,HB,9,8,HB,13.5,207.4,21.6,87.4
Rural,Celtis occidentalis,HB,9,9,HB,5.5,290.7,18.4,
Rural,Celtis occidentalis,HB,9,10,HB,6.8,322.6,24.6,
Rural,Celtis occidentalis,HB,10,1,HB,10.5,,,58.1
Rural,Celtis occidentalis,HB,10,2,BA,9.2,65.3,8.2,80
Rural,Celtis occidentalis,HB,10,3,TP,18.9,73.6,22.1,
Rural,Celtis occidentalis,HB,10,4,BA,5,90,24.9,
Rural,Celtis occidentalis,HB,10,5,BA,14.5,318.1,18.2,67.1
Rural,Celtis occidentalis,HB,10,6,HB,4.7,324.4,14.2,
Rural,Tsuga canadensis,HE,1,1,EH,19.9,,,78.4
Rural,Tsuga canadensis,HE,1,2,EH,12,348.7,19.5,
Rural,Tsuga canadensis,HE,1,3,EH,14.7,353.3,11.2,72.2
Rural,Tsuga canadensis,HE,1,4,EH,9.2,6.4,20.3,
Rural,Tsuga canadensis,HE,1,5,EH,18.4,114.3,16.2,69.9
Rural,Tsuga canadensis,HE,1,6,EH,8.7,143.1,7.1,
Rural,Tsuga canadensis,HE,1,7,RM,11.8,194.5,20.8,
Rural,Tsuga canadensis,HE,1,8,RM,5.6,211,16.4,35.6
Rural,Tsuga canadensis,HE,1,9,RM,11.9,215.8,20.5,
Rural,Tsuga canadensis,HE,1,10,RM,10.2,233.3,12.7,
Rural,Tsuga canadensis,HE,1,11,RM,9.8,308,16.9,62.1
Rural,Tsuga canadensis,HE,2,1,EH,4.9,,,38.3
Rural,Tsuga canadensis,HE,2,2,RM,15.5,14.8,21.2,69.1
Rural,Tsuga canadensis,HE,2,3,RM,15.9,18.2,20.3,
Rural,Tsuga canadensis,HE,2,4,EH,9.1,32.7,20.1,
Rural,Tsuga canadensis,HE,2,5,EH,5.1,33.6,23.8,47.8
Rural,Tsuga canadensis,HE,2,6,EH,13.9,49.5,4.5,
Rural,Tsuga canadensis,HE,2,7,EH,16,44.1,23,
Rural,Tsuga canadensis,HE,2,8,EH,15.8,153.1,2.3,77.3
Rural,Tsuga canadensis,HE,2,9,RM,13.3,155.9,19.5,
Rural,Tsuga canadensis,HE,2,10,EH,12.2,162.8,20.6,
Rural,Tsuga canadensis,HE,2,11,RM,8.5,162.9,11.3,43.9
Rural,Tsuga canadensis,HE,2,12,EH,6.2,167.2,23.3,
Rural,Tsuga canadensis,HE,2,13,EH,8.9,177,18.9,
Rural,Tsuga canadensis,HE,2,14,RM,24,214.1,20.1,70.3
Rural,Tsuga canadensis,HE,2,15,RM,18.1,292.9,11.5,
Rural,Tsuga canadensis,HE,2,16,RM,6.6,317,13.5,
Rural,Tsuga canadensis,HE,2,17,RM,6.2,329.6,13.6,40.1
Rural,Tsuga canadensis,HE,3,1,EH,2.2,,,12.5
Rural,Tsuga canadensis,HE,3,2,RM,15.5,9.2,21.8,69.1
Rural,Tsuga canadensis,HE,3,3,RM,15.9,13.1,20.8,
Rural,Tsuga canadensis,HE,3,4,EH,13.9,32.6,4.3,
Rural,Tsuga canadensis,HE,3,5,EH,5.1,32.6,20.1,47.8
Rural,Tsuga canadensis,HE,3,6,EH,8.9,44.2,23.5,
Rural,Tsuga canadensis,HE,3,7,EH,15.6,34.7,23.2,
Rural,Tsuga canadensis,HE,3,8,RM,13.3,166.3,18.8,48.8
Rural,Tsuga canadensis,HE,3,9,EH,12.2,177.5,20.2,
Rural,Tsuga canadensis,HE,3,10,RM,8.5,183.4,10.8,
Rural,Tsuga canadensis,HE,3,11,EH,15.8,186.4,2,77.3
Rural,Tsuga canadensis,HE,3,12,EH,8.9,181.6,18.5,
Rural,Tsuga canadensis,HE,3,13,RM,24,211.3,19.7,
Rural,Tsuga canadensis,HE,3,14,EH,4.9,269.2,0.8,38.3
Rural,Tsuga canadensis,HE,3,15,RM,18.1,283.6,12.2,
Rural,Tsuga canadensis,HE,3,16,RM,6.6,308.8,14.4,
Rural,Tsuga canadensis,HE,3,17,RM,6.2,321.3,14.3,40.1
Rural,Tsuga canadensis,HE,3,18,EH,14.3,332,22.3,
Rural,Tsuga canadensis,HE,4,1,EH,11.6,,,55.9
Rural,Tsuga canadensis,HE,4,2,RM,17.4,2.2,10.2,91.3
Rural,Tsuga canadensis,HE,4,3,EH,17,10.2,18.9,
Rural,Tsuga canadensis,HE,4,4,RM,17.6,56.3,21.1,
Rural,Tsuga canadensis,HE,4,5,RM,10.7,124.4,12.9,89.3
Rural,Tsuga canadensis,HE,4,6,RM,14.7,125.7,14.6,
Rural,Tsuga canadensis,HE,4,7,EH,15.6,196.9,5,
Rural,Tsuga canadensis,HE,4,8,RM,6,235.4,22.4,51.2
Rural,Tsuga canadensis,HE,5,1,EH,7.2,,,33.2
Rural,Tsuga canadensis,HE,5,2,RM,22.5,326.2,19.3,81.8
Rural,Tsuga canadensis,HE,5,3,EH,9.5,36.3,16.2,
Rural,Tsuga canadensis,HE,5,4,EH,14.5,41.4,11.3,65.9
Rural,Tsuga canadensis,HE,5,5,EH,10.3,88.6,23.6,48.2
Rural,Tsuga canadensis,HE,5,6,EH,10.7,122.4,10.9,
Rural,Tsuga canadensis,HE,5,7,WC,4.1,209.4,7.8,
Rural,Tsuga canadensis,HE,5,8,RM,14.2,252,11.5,
Rural,Tsuga canadensis,HE,5,9,WC,8.9,253.7,19.3,83.3
Rural,Tsuga canadensis,HE,5,10,WC,9.3,282.2,7.8,
Rural,Tsuga canadensis,HE,6,1,EH,10.6,,,43.3
Rural,Tsuga canadensis,HE,6,2,RM,11.7,8.5,15.1,70.8
Rural,Tsuga canadensis,HE,6,3,EH,8.4,24.1,19.5,
Rural,Tsuga canadensis,HE,6,4,EH,12.7,33.3,22,
Rural,Tsuga canadensis,HE,6,5,EH,10.2,46.1,19.7,42.1
Rural,Tsuga canadensis,HE,6,6,EH,9.1,57.8,18.7,
Rural,Tsuga canadensis,HE,6,7,RM,11.6,159.2,13.5,
Rural,Tsuga canadensis,HE,6,8,RM,8.7,168.6,14.1,63.9
Rural,Tsuga canadensis,HE,6,9,EH,8.1,330.3,7.5,
Rural,Tsuga canadensis,HE,7,1,EH,6.8,,,44.5
Rural,Tsuga canadensis,HE,7,2,PB,12.2,358.1,14,68.4
Rural,Tsuga canadensis,HE,7,3,EH,10.4,16.4,17.1,
Rural,Tsuga canadensis,HE,7,4,PB,9.3,20,15.8,
Rural,Tsuga canadensis,HE,7,5,EH,8,29,6.3,54.6
Rural,Tsuga canadensis,HE,7,6,RM,5.8,33.9,22.9,
Rural,Tsuga canadensis,HE,7,7,EH,6.4,47.2,17.6,
Rural,Tsuga canadensis,HE,7,8,PB,11.4,73.1,13.4,96.1
Rural,Tsuga canadensis,HE,7,9,EH,15.1,106.6,17.4,
Rural,Tsuga canadensis,HE,7,10,RM,6.2,123.4,23.3,
Rural,Tsuga canadensis,HE,7,11,RM,6.6,129,23,47.1
Rural,Tsuga canadensis,HE,7,12,RM,11.5,278.2,9.3,
Rural,Tsuga canadensis,HE,7,13,RM,11.2,284.7,10,
Rural,Tsuga canadensis,HE,7,14,RM,4.8,309.3,22,45.9
Rural,Tsuga canadensis,HE,8,1,EH,24.4,,,63
Rural,Tsuga canadensis,HE,8,2,RM,9.3,15,10.1,77.1
Rural,Tsuga canadensis,HE,8,3,RM,9.9,36.2,21,
Rural,Tsuga canadensis,HE,8,4,EH,4.7,74.2,9.9,
Rural,Tsuga canadensis,HE,8,5,RM,8.8,261.4,14.1,71.1
Rural,Tsuga canadensis,HE,8,6,RM,12.2,319.3,9.4,
Rural,Tsuga canadensis,HE,9,1,EH,29.9,,,69.1
Rural,Tsuga canadensis,HE,9,2,BF,4.6,15.9,22.1,31.8
Rural,Tsuga canadensis,HE,9,3,WC,4.1,22.5,18.5,
Rural,Tsuga canadensis,HE,9,4,WC,7.9,37.9,6.3,
Rural,Tsuga canadensis,HE,9,5,WP,20.3,96.6,19.7,83.3
Rural,Tsuga canadensis,HE,9,6,EH,9.5,113.2,23.9,
Rural,Tsuga canadensis,HE,9,7,RM,22.6,201.9,18.8,72.2
Rural,Tsuga canadensis,HE,9,8,RM,4.4,240.8,20.3,20.1
Rural,Tsuga canadensis,HE,9,9,RM,21.9,299.8,22.2,
Rural,Tsuga canadensis,HE,9,10,BF,5.2,325.6,20.7,
Rural,Tsuga canadensis,HE,10,1,EH,25.9,,,73.8
Rural,Tsuga canadensis,HE,10,2,WC,9.1,319.4,16.5,
Rural,Tsuga canadensis,HE,10,3,RM,5.4,55.5,22.7,
Rural,Tsuga canadensis,HE,10,4,RM,9,57.1,22.7,64.9
Rural,Tsuga canadensis,HE,10,5,RM,15.8,67.8,18,
Rural,Tsuga canadensis,HE,10,6,EH,12.8,130,6.5,
Rural,Tsuga canadensis,HE,10,7,RM,12.1,136,23.4,70.9
Rural,Tsuga canadensis,HE,11,1,EH,32.3,,,84.9
Rural,Tsuga canadensis,HE,11,2,BC,22.4,73,22.9,98.5
Rural,Tsuga canadensis,HE,11,3,AB,6.7,113.8,8.3,
Rural,Tsuga canadensis,HE,12,1,EH,28.9,,,78.8
Rural,Tsuga canadensis,HE,12,2,SM,4.7,352.9,23.8,37.5
Rural,Tsuga canadensis,HE,12,3,SM,11.3,36.2,23.3,
Rural,Tsuga canadensis,HE,12,4,BC,18.7,82.8,17.1,
Rural,Tsuga canadensis,HE,12,5,SM,15.4,84.8,21.2,66.3
Rural,Tsuga canadensis,HE,12,6,SM,10.9,177,22.5,
Rural,Tsuga canadensis,HE,12,7,SM,6.8,195.4,23.8,
Rural,Tsuga canadensis,HE,12,8,SM,16.1,230.2,23.3,56.7
Rural,Tsuga canadensis,HE,12,9,SM,6,240.6,20.6,
Rural,Tsuga canadensis,HE,12,10,SM,14.6,259.7,22.5,
Rural,Tsuga canadensis,HE,12,11,SM,12.7,265.1,22.2,60.5
Rural,Tsuga canadensis,HE,12,12,SM,4,284.5,17.5,
Rural,Tsuga canadensis,HE,12,13,SM,8.2,318,22.7,
Rural,Tsuga canadensis,HE,12,14,SM,10.2,322,22,51.3
Rural,Tsuga canadensis,HE,13,1,EH,14.6,,,61.8
Rural,Tsuga canadensis,HE,13,2,EH,6.5,352.3,18.7,53.6
Rural,Tsuga canadensis,HE,13,3,EH,11.7,37.8,22.6,
Rural,Tsuga canadensis,HE,13,4,EH,5.4,40,24.6,
Rural,Tsuga canadensis,HE,13,5,RM,15.6,82.7,14.9,57.9
Rural,Tsuga canadensis,HE,13,6,RM,16,88.2,15.5,
Rural,Tsuga canadensis,HE,13,7,EH,5.1,82.8,22,
Rural,Tsuga canadensis,HE,13,8,EH,5.2,85.7,22.3,45.1
Rural,Tsuga canadensis,HE,13,9,EH,9.1,94.4,21.1,
Rural,Tsuga canadensis,HE,13,10,EH,14.1,138.5,20.9,
Rural,Tsuga canadensis,HE,13,11,EH,16.2,152.3,23.6,68.5
Rural,Tsuga canadensis,HE,13,12,RM,6.4,161.8,8.3,
Rural,Tsuga canadensis,HE,13,13,RM,6.7,180.1,9.9,
Rural,Tsuga canadensis,HE,13,14,RM,18.6,181.7,15.5,70
Rural,Tsuga canadensis,HE,13,15,EH,8.3,312.9,18.2,
Rural,Tsuga canadensis,HE,13,16,PB,9.5,332.9,24.5,
Rural,Tsuga canadensis,HE,13,17,PB,12,343.1,10.4,65
Rural,Tsuga canadensis,HE,14,1,EH,21.1,,,67.2
Rural,Tsuga canadensis,HE,14,2,RM,7,19.8,18.5,50.9
Rural,Tsuga canadensis,HE,14,3,RM,4.5,31.9,20.4,
Rural,Tsuga canadensis,HE,14,4,RM,13.8,133.1,11.1,
Rural,Tsuga canadensis,HE,14,5,EH,6.4,204.8,19,32.6
Rural,Tsuga canadensis,HE,14,6,EH,16.2,210.2,17.1,
Rural,Tsuga canadensis,HE,14,7,EH,8.9,248.1,15.6,
Rural,Tsuga canadensis,HE,14,8,EH,4.9,248.5,17,22.9
Rural,Tsuga canadensis,HE,14,9,EH,10.1,267.1,15,
Rural,Tsuga canadensis,HE,15,1,EH,17.7,,,74.9
Rural,Tsuga canadensis,HE,15,2,RM,8.5,3.7,22.5,77.2
Rural,Tsuga canadensis,HE,15,3,EH,18.5,48,21.5,
Rural,Tsuga canadensis,HE,15,4,EH,14.2,105,14.4,
Rural,Tsuga canadensis,HE,15,5,EH,17.8,127.7,15,65.4
Rural,Tsuga canadensis,HE,15,6,RM,10.5,161.6,17.7,
Rural,Tsuga canadensis,HE,15,7,RM,25.2,161.8,19,
Rural,Tsuga canadensis,HE,15,8,EH,10.1,251.2,21.3,46.7
Rural,Tsuga canadensis,HE,15,9,EH,14,341.2,16.3,
Rural,Tsuga canadensis,HE,15,10,EH,10.1,345.1,19.7,
Rural,Tsuga canadensis,HE,15,11,EH,4.7,349.9,18.3,37.2
Rural,Tsuga canadensis,HE,16,1,EH,15.5,,,70.9
Rural,Tsuga canadensis,HE,16,2,RM,11.7,0.4,24.6,65.6
Rural,Tsuga canadensis,HE,16,3,RM,13.8,358,23.1,79.1
Rural,Tsuga canadensis,HE,16,4,RM,15.7,21.7,12.2,
Rural,Tsuga canadensis,HE,16,5,RM,9,47.7,17.3,
Rural,Tsuga canadensis,HE,16,6,EH,11.5,98.7,9.7,46.9
Rural,Tsuga canadensis,HE,16,7,RM,14.5,118.6,14.8,
Rural,Tsuga canadensis,HE,16,8,EH,15.8,125.6,14.2,
Rural,Tsuga canadensis,HE,16,9,RM,9.3,166,23.1,74.6
Rural,Tsuga canadensis,HE,16,10,EH,6,185.1,12.7,
Rural,Tsuga canadensis,HE,16,11,RM,7.1,198.2,18.6,
Rural,Tsuga canadensis,HE,16,12,EH,18.6,286.5,14.2,62.7
Rural,Tsuga canadensis,HE,16,13,RM,10.3,343.5,23.2,
Rural,Tsuga canadensis,HE,16,14,EH,11.4,355,20.6,
Harvard,Tsuga canadensis,HEH,1,1,EH,12.9,,0,80.2
Harvard,Tsuga canadensis,HEH,1,2,EH,10.1,5.35915692753723,15.6968383931471,
Harvard,Tsuga canadensis,HEH,1,3,EH,6.5,43.6007206299283,17.819824748812,
Harvard,Tsuga canadensis,HEH,1,4,EH,14.4,53.7798770163137,7.19698455492146,82.8
Harvard,Tsuga canadensis,HEH,1,5,EH,16.2,57.9999921134735,22.0000023439354,
Harvard,Tsuga canadensis,HEH,1,6,EH,12.1,91.3397775281661,21.6720737342481,
Harvard,Tsuga canadensis,HEH,1,7,RO,10.9,101.732364421947,13.3992647390175,70
Harvard,Tsuga canadensis,HEH,1,8,EH,6.2,109.947969721805,13.7193334153476,
Harvard,Tsuga canadensis,HEH,1,9,EH,6.2,151.895152560241,5.92005112809209,
Harvard,Tsuga canadensis,HEH,1,10,RM,11.3,169.03671810554,8.49072441378118,
Harvard,Tsuga canadensis,HEH,1,11,EH,10.7,173.958326358234,23.4971000474377,34.1
Harvard,Tsuga canadensis,HEH,1,12,WP,6,184.083961989243,13.6308281730501,45.6
Harvard,Tsuga canadensis,HEH,1,13,WP,12.2,245.806958012018,22.8279318682316,
Harvard,Tsuga canadensis,HEH,1,14,BB,9,251.660926103538,23.6015536908298,77.9
Harvard,Tsuga canadensis,HEH,1,15,EH,5.2,253.406819249791,22.1804944274394,
Harvard,Tsuga canadensis,HEH,1,16,EH,11.8,294.503621873495,19.7530784944215,
Harvard,Tsuga canadensis,HEH,1,17,WP,14.8,314.383794467452,11.2576915726764,
Harvard,Tsuga canadensis,HEH,1,18,WP,17.8,318.71022588632,19.9932027708164,
Harvard,Tsuga canadensis,HEH,1,19,WP,6.9,355.942428161207,9.73255590367759,70.3
Harvard,Tsuga canadensis,HEH,57,1,EH,15.98422,,0,80.2
Harvard,Tsuga canadensis,HEH,57,2,EH,11.49604,37.348898444773,18.940043596774,
Harvard,Tsuga canadensis,HEH,57,3,EH,3.1496,104.508660598056,18.1536802660528,
Harvard,Tsuga canadensis,HEH,57,4,ZZ,3.62204,104.785720882517,8.65242454553472,
Harvard,Tsuga canadensis,HEH,57,5,RM,11.811,141.140839841164,15.7345799467816,80.7
Harvard,Tsuga canadensis,HEH,57,6,RM,6.81101,146.500476674301,10.6364989267631,
Harvard,Tsuga canadensis,HEH,57,7,RM,8.46455,146.639600458836,12.0780596478136,73.9
Harvard,Tsuga canadensis,HEH,57,8,EH,3.26771,207.691974005513,12.1260844672992,
Harvard,Tsuga canadensis,HEH,57,9,ZZ,4.17322,211.910469129854,19.7633040260128,
Harvard,Tsuga canadensis,HEH,57,10,ZZ,4.80314,230.623142633318,14.0319841890535,44.8
Harvard,Tsuga canadensis,HEH,57,11,EH,14.68501,248.456638303587,1.58763693245398,
Harvard,Tsuga canadensis,HEH,57,12,ZZ,8.77951,344.540636990233,19.5356207425829,
Harvard,Tsuga canadensis,HEH,57,13,EH,11.06297,346.134581148218,21.21720157547,79
Harvard,Tsuga canadensis,HEH,57,14,EH,2.16535,350.440414039512,1.08725085944879,
Harvard,Tsuga canadensis,HEH,123,1,EH,9.33069,,0,57.9
Harvard,Tsuga canadensis,HEH,123,2,RM,8.70077,0.426280477366824,15.9156279083804,
Harvard,Tsuga canadensis,HEH,123,3,RM,6.96849,16.7003995913052,13.0499257795714,56.4
Harvard,Tsuga canadensis,HEH,123,4,EH,4.25196,69.0624766744878,15.9223700637664,
Harvard,Tsuga canadensis,HEH,123,5,RO,12.67714,127.370612007624,13.6635178527701,
Harvard,Tsuga canadensis,HEH,123,6,RO,10.31494,130.212280601094,15.3016751257465,77.2
Harvard,Tsuga canadensis,HEH,123,7,EH,5.78739,143.752377438543,14.93869497279,
Harvard,Tsuga canadensis,HEH,123,8,ZZ,3.70078,145.131132303347,14.159417326779,29.5
Harvard,Tsuga canadensis,HEH,123,9,EH,7.59841,159.171102673144,22.2356144641464,
Harvard,Tsuga canadensis,HEH,123,10,ZZ,4.37007,216.567055285696,14.5977976438385,
Harvard,Tsuga canadensis,HEH,123,11,EH,3.5433,249.887769327197,11.0769592583028,34.9
Harvard,Tsuga canadensis,HEH,123,12,EH,1.45669,274.027096864341,10.7402980956838,
Harvard,Tsuga canadensis,HEH,123,13,EH,11.88974,325.454299518369,11.4497515377049,79.9
Harvard,Tsuga canadensis,HEH,123,14,EH,13.3858,334.804285180376,10.3349884080853,
Harvard,Tsuga canadensis,HEH,123,15,EH,21.22043,343.675381435713,21.6969109997371,
Harvard,Tsuga canadensis,HEH,244,1,EH,7.44093,,0,53.3
Harvard,Tsuga canadensis,HEH,244,2,WP,25.35428,20.1350212393781,14.5987863821351,
Harvard,Tsuga canadensis,HEH,244,3,EH,21.96846,94.5819319136926,17.2777273634939,
Harvard,Tsuga canadensis,HEH,244,4,EH,14.60627,111.514468692745,6.96742192231258,
Harvard,Tsuga canadensis,HEH,244,5,EH,13.14958,126.890464192432,20.7529501507054,
Harvard,Tsuga canadensis,HEH,244,6,ZZ,4.37007,144.261498326397,19.4876986298007,
Harvard,Tsuga canadensis,HEH,244,7,EH,3.07086,146.003321241388,2.71959901380134,
Harvard,Tsuga canadensis,HEH,244,8,ZZ,0.98425,169.67800264921,13.204907843156,
Harvard,Tsuga canadensis,HEH,244,9,WP,8.46455,170.173580532345,22.1716101369484,78.1
Harvard,Tsuga canadensis,HEH,244,10,ZZ,1.5748,177.24259172207,18.7912586260326,
Harvard,Tsuga canadensis,HEH,244,11,EH,5.59054,213.356682791448,9.22485787140167,
Harvard,Tsuga canadensis,HEH,244,12,WP,25.47239,216.563215687027,12.7140375145175,91.3
Harvard,Tsuga canadensis,HEH,244,13,EH,4.80314,232.55140316106,8.5018561301525,
Harvard,Tsuga canadensis,HEH,244,14,WP,15.86611,248.322894848229,23.5969690969739,
Harvard,Tsuga canadensis,HEH,244,15,EH,11.61415,303.40567634849,20.495297871591,
Harvard,Tsuga canadensis,HEH,244,16,EH,4.96062,315.634944699164,22.4788872587332,
Harvard,Tsuga canadensis,HEH,245,1,EH,3.07086,,0,28.3
Harvard,Tsuga canadensis,HEH,245,2,WP,25.35428,12.3843269080087,16.3415571411678,
Harvard,Tsuga canadensis,HEH,245,3,EH,21.96846,86.812209749861,15.7261941680021,
Harvard,Tsuga canadensis,HEH,245,4,EH,14.60627,93.4657190499181,4.9704070868316,
Harvard,Tsuga canadensis,HEH,245,5,EH,13.14958,124.086792694336,18.2050591423497,
Harvard,Tsuga canadensis,HEH,245,6,WP,16.25981,143.455146137077,23.0686192021927,85.7
Harvard,Tsuga canadensis,HEH,245,7,ZZ,4.37007,143.979061014831,16.769559982843,
Harvard,Tsuga canadensis,HEH,245,8,WP,8.46455,173.41033917365,19.7218922556915,78.1
Harvard,Tsuga canadensis,HEH,245,9,ZZ,0.98425,175.497737198309,10.7696986721755,
Harvard,Tsuga canadensis,HEH,245,10,ZZ,1.5748,182.138403867567,16.5262724788096,
Harvard,Tsuga canadensis,HEH,245,11,WP,25.47239,228.815956697279,12.0841627744483,91.3
Harvard,Tsuga canadensis,HEH,245,12,EH,5.59054,230.419075228572,8.55419108421734,
Harvard,Tsuga canadensis,HEH,245,13,EH,4.80314,250.58526868193,8.76888973616321,
Harvard,Tsuga canadensis,HEH,245,14,EH,11.61415,306.00648402819,23.0298247512544,
Harvard,Tsuga canadensis,HEH,245,15,EH,7.44093,326.003321241388,2.71959901380134,
Urban,Gleditsia triacanthos,HL,1,1,HL,22.7,,,55.7
Urban,Gleditsia triacanthos,HL,1,2,HL,18.3346494441863,271.1,40.8,44.7
Urban,Gleditsia triacanthos,HL,2,1,HL,18.4,,,40.5
Urban,Gleditsia triacanthos,HL,2,2,HL,15.8,230.6,38.1,37
Urban,Gleditsia triacanthos,HL,3,1,HL,18,,,43.8
Urban,Gleditsia triacanthos,HL,3,2,HL,20.1,50.2,40.4,47.3
Urban,Gleditsia triacanthos,HL,4,1,HL,17,,,42
Urban,Gleditsia triacanthos,HL,4,2,HL,18.7,269.6,39.6,37.3
Urban,Gleditsia triacanthos,HL,5,1,HL,16.9,,,36.3
Urban,Gleditsia triacanthos,HL,5,2,HL,16,87.9,39.7,36.8
Urban,Gleditsia triacanthos,HL,6,1,HL,19.5,,,40.4
Urban,Gleditsia triacanthos,HL,6,2,HL,18.8,149,40.3,53
Rural,Acer platanoides,NM,1,1,SM,2.5,,,26.6
Rural,Acer platanoides,NM,1,2,AE,5.7,356.3,4.5,35.5
Rural,Acer platanoides,NM,1,3,TP,17.4,45.2,22.2,
Rural,Acer platanoides,NM,1,4,TP,14.4,45.2,23.4,
Rural,Acer platanoides,NM,1,5,AE,5.1,98.8,19.7,34
Rural,Acer platanoides,NM,1,6,BC,10.3,255,12.8,
Rural,Acer platanoides,NM,1,7,AE,13.3,300.4,16.6,
Rural,Acer platanoides,NM,1,8,BC,7.5,334,11.6,63.2
Rural,Acer platanoides,NM,2,1,SM,4.6,,,49.1
Rural,Acer platanoides,NM,2,2,SM,4,358.8,10.8,39.1
Rural,Acer platanoides,NM,2,3,AE,4.9,59.6,3.5,
Rural,Acer platanoides,NM,2,4,BC,8.2,61.4,12.1,
Rural,Acer platanoides,NM,2,5,TP,14.4,105.8,24.3,
Rural,Acer platanoides,NM,2,6,TP,17.4,110.2,24.5,90.6
Rural,Acer platanoides,NM,2,7,AE,5.8,155.1,23.9,35.5
Rural,Acer platanoides,NM,2,8,BC,7.4,172.8,18.5,63.2
Rural,Acer platanoides,NM,2,9,AE,13.3,197.3,24.4,
Tech Smith,Picea abies,NS,2,1,NS,27.4,,,83.9
Tech Smith,Picea abies,NS,2,2,WC,15.8,6.6,1.5,203.5
Tech Smith,Picea abies,NS,2,3,NS,51.5,15.2,1.9,131.9
Rural,Larix spp.,OL,1,1,OL,2.2,,,14.1
Rural,Larix spp.,OL,2,1,OL,8.8,,,50.1
Rural,Larix spp.,OL,2,2,LZ,10.1,150.1,12.3,53.9
